case_id,invoice_amount,days_overdue,customer_type,credit_score,past_recovery_rate,dispute_history,dca_id,dca_performance_score,sla_breach_count,recovered,customer_id,customer_name,case_created_date,assigned_date,case_status,amount_recovered,payment_date,case_closed_date,risk_score,priority_level,action_count,last_action_type,last_action_date,next_followup_date,escalation_flag,escalation_reason
CASE_117,29300,86,SME,557,0.51,0,DCA_A,53,1,0,CUST_1116,Jennifer Wilson,2024-10-21,2024-10-23,OPEN,0.0,,,45.7,LOW,10,Physical Visit,2024-12-15,2025-01-25,1,SLA Breach
CASE_118,472281,23,SME,480,0.45,0,DCA_A,89,0,0,CUST_1117,Robert Rodriguez,2024-12-23,2024-12-23,OPEN,0.0,,,38.7,LOW,10,Legal Notice,2025-01-08,2025-01-22,0,
CASE_119,87798,73,Enterprise,589,0.95,1,DCA_A,56,0,0,CUST_1118,Martinez Solutions,2024-11-03,2024-11-06,OPEN,0.0,,,49.9,LOW,7,Email,2024-12-28,2025-01-24,1,Contact Info Invalid
CASE_120,14268,27,Enterprise,424,0.49,0,DCA_C,78,3,1,CUST_1119,Smith Group,2024-12-19,2024-12-19,PAID,13462.61,2025-01-13,2025-01-13,44.7,LOW,1,Email,2025-01-10,,1,SLA Breach
CASE_121,353951,93,SME,767,0.55,0,DCA_B,69,3,0,CUST_1120,Barbara Garcia,2024-10-14,2024-10-17,DISPUTE,0.0,,,28.2,LOW,4,Legal Notice,2024-10-18,2025-01-28,1,Contact Info Invalid
CASE_122,279329,81,SME,534,0.85,0,DCA_D,97,1,1,CUST_1121,Charles Brown,2024-10-26,2024-10-29,PAID,273619.76,2024-11-14,2024-11-14,46.7,LOW,12,WhatsApp Reminder,2024-10-29,,1,SLA Breach
CASE_123,199776,84,SME,799,0.9,0,DCA_C,57,2,1,CUST_1122,Susan Wilson,2024-10-23,2024-10-25,PAID,190077.97,2025-01-14,2025-01-14,23.3,LOW,14,Call,2024-11-14,,1,SLA Breach
CASE_124,222851,43,SME,851,0.91,1,DCA_D,58,2,1,CUST_1123,Michael Smith,2024-12-03,2024-12-04,PAID,212383.55,2025-01-04,2025-01-04,19.5,LOW,14,Email,2024-12-19,,1,SLA Breach
CASE_125,437315,7,SME,373,0.66,0,DCA_D,87,0,1,CUST_1124,Richard Lopez,2025-01-08,2025-01-11,PAID,418244.52,2025-01-14,2025-01-14,44.9,LOW,12,Call,2025-01-13,,0,
CASE_126,406787,92,Enterprise,304,0.73,0,DCA_C,55,1,1,CUST_1125,Rodriguez Logistics,2024-10-15,2024-10-15,PAID,384407.91,2024-11-11,2024-11-11,70.1,MEDIUM,5,Physical Visit,2024-10-28,,1,SLA Breach
CASE_127,241584,83,SME,417,0.53,0,DCA_D,82,1,0,CUST_1126,Linda Brown,2024-10-24,2024-10-26,OPEN,0.0,,,57.8,MEDIUM,6,Call,2024-12-19,2025-01-29,1,SLA Breach
CASE_128,43044,84,Enterprise,613,0.69,1,DCA_C,80,0,0,CUST_1127,Jones Logistics,2024-10-23,2024-10-23,DISPUTE,0.0,,,50.2,MEDIUM,5,WhatsApp Reminder,2024-11-11,2025-01-17,1,Dispute Raised
CASE_129,318358,44,SME,500,0.5,0,DCA_B,55,0,1,CUST_1128,Patricia Gonzalez,2024-12-02,2024-12-05,PAID,306200.85,2024-12-16,2024-12-16,41.6,LOW,4,SMS,2024-12-16,,0,
CASE_130,459444,167,SME,842,0.78,0,DCA_A,72,0,1,CUST_1129,David Lopez,2024-08-01,2024-08-01,PAID,442283.91,2024-12-07,2024-12-07,37.8,LOW,1,Email,2024-10-15,,0,
CASE_131,381896,40,SME,729,0.5,0,DCA_A,85,2,1,CUST_1130,Robert Davis,2024-12-06,2024-12-08,PAID,380249.94,2024-12-31,2024-12-31,19.9,LOW,6,Legal Notice,2024-12-14,,1,SLA Breach
CASE_132,53984,135,SME,458,0.87,1,DCA_A,96,2,0,CUST_1131,Thomas Davis,2024-09-02,2024-09-05,OPEN,0.0,,,75.6,HIGH,9,Physical Visit,2025-01-08,2025-01-28,1,SLA Breach
CASE_133,307918,25,SME,600,0.39,0,DCA_D,69,0,1,CUST_1132,Mary Jones,2024-12-21,2024-12-24,PAID,284332.54,2025-01-14,2025-01-14,28.3,LOW,1,WhatsApp Reminder,2025-01-03,,0,
CASE_134,269712,59,SME,719,0.67,0,DCA_D,72,3,0,CUST_1133,James Johnson,2024-11-17,2024-11-17,IN_PROGRESS,0.0,,,25.0,LOW,11,WhatsApp Reminder,2024-12-06,2025-01-27,1,SLA Breach
CASE_135,125151,141,SME,557,0.64,0,DCA_B,64,0,0,CUST_1134,Patricia Lopez,2024-08-27,2024-08-29,OPEN,0.0,,,58.0,MEDIUM,9,Legal Notice,2024-10-04,2025-01-25,0,
CASE_136,460808,103,SME,361,0.47,1,DCA_C,82,2,0,CUST_1135,Richard Brown,2024-10-04,2024-10-07,OPEN,0.0,,,77.3,HIGH,13,Call,2024-11-29,2025-01-20,1,High Value Risk
CASE_137,465779,86,SME,461,0.32,0,DCA_B,56,1,0,CUST_1136,Charles Gonzalez,2024-10-21,2024-10-21,OPEN,0.0,,,54.5,MEDIUM,6,SMS,2024-12-01,2025-01-26,1,SLA Breach
CASE_138,138767,112,SME,385,0.4,0,DCA_B,82,0,0,CUST_1137,Karen Lopez,2024-09-25,2024-09-25,OPEN,0.0,,,67.2,MEDIUM,2,Call,2024-11-17,2025-01-16,0,
CASE_139,129375,86,SME,312,0.93,1,DCA_C,85,1,1,CUST_1138,William Garcia,2024-10-21,2024-10-23,PAID,117279.63,2024-10-25,2024-10-25,78.0,HIGH,9,Legal Notice,2024-10-25,,1,SLA Breach
CASE_140,184262,98,SME,574,0.91,1,DCA_D,66,1,0,CUST_1139,William Williams,2024-10-09,2024-10-11,IN_PROGRESS,0.0,,,56.9,MEDIUM,7,Call,2024-10-21,2025-01-23,1,SLA Breach
CASE_141,141330,62,SME,716,0.38,0,DCA_B,54,1,0,CUST_1140,Jessica Davis,2024-11-14,2024-11-14,IN_PROGRESS,0.0,,,26.0,LOW,14,Legal Notice,2024-11-18,2025-01-16,1,SLA Breach
CASE_142,485754,8,SME,423,0.54,0,DCA_D,94,0,0,CUST_1141,Jessica Wilson,2025-01-07,2025-01-10,IN_PROGRESS,0.0,,,40.6,LOW,7,Physical Visit,2025-01-11,2025-01-16,0,
CASE_143,306648,113,Enterprise,348,0.6,1,DCA_C,95,1,0,CUST_1142,Johnson Technologies,2024-09-24,2024-09-27,OPEN,0.0,,,80.7,HIGH,7,WhatsApp Reminder,2024-12-22,2025-01-18,1,SLA Breach
CASE_144,169231,173,Enterprise,302,0.61,0,DCA_B,53,1,0,CUST_1143,Wilson Corp,2024-07-26,2024-07-28,OPEN,0.0,,,88.3,HIGH,12,Legal Notice,2024-10-09,2025-01-16,1,High Value Risk
CASE_145,18986,146,Enterprise,882,0.49,0,DCA_D,58,0,0,CUST_1144,Anderson Corp,2024-08-22,2024-08-25,OPEN,0.0,,,29.5,LOW,8,Email,2024-12-30,2025-01-24,0,
CASE_146,66858,60,SME,570,0.89,0,DCA_B,76,3,1,CUST_1145,Sarah Miller,2024-11-16,2024-11-17,PAID,63814.63,2024-12-12,2024-12-12,38.8,LOW,2,Call,2024-11-17,,1,SLA Breach
CASE_147,134312,60,SME,849,0.89,0,DCA_D,85,1,0,CUST_1146,Susan Miller,2024-11-16,2024-11-18,IN_PROGRESS,0.0,,,13.4,LOW,5,WhatsApp Reminder,2024-12-29,2025-01-21,1,SLA Breach
CASE_148,17666,106,Enterprise,452,0.31,0,DCA_B,51,0,0,CUST_1147,Martinez LLC,2024-10-01,2024-10-02,OPEN,0.0,,,59.7,MEDIUM,2,Physical Visit,2024-10-07,2025-01-27,0,
CASE_149,305804,2,SME,616,0.72,1,DCA_C,60,4,0,CUST_1148,Michael Gonzalez,2025-01-13,2025-01-16,IN_PROGRESS,0.0,,,31.7,LOW,4,Legal Notice,2025-01-15,2025-01-29,1,SLA Breach
CASE_150,139633,91,SME,733,0.35,0,DCA_B,73,0,0,CUST_1149,Patricia Lopez,2024-10-16,2024-10-19,IN_PROGRESS,0.0,,,30.9,LOW,11,Call,2024-12-31,2025-01-27,0,
CASE_151,293998,14,SME,821,0.69,0,DCA_A,78,1,0,CUST_1150,James Anderson,2025-01-01,2025-01-02,OPEN,0.0,,,5.7,LOW,3,Call,2025-01-12,2025-01-25,1,SLA Breach
CASE_152,331649,48,SME,789,0.86,1,DCA_A,99,2,0,CUST_1151,Mary Garcia,2024-11-28,2024-11-28,OPEN,0.0,,,26.2,LOW,11,Physical Visit,2024-12-03,2025-01-28,1,Refusal to Pay
CASE_153,109488,103,Enterprise,498,0.72,0,DCA_D,64,0,1,CUST_1152,Davis Technologies,2024-10-04,2024-10-06,PAID,103670.45,2024-12-10,2024-12-10,54.9,MEDIUM,14,Legal Notice,2024-11-04,,0,
CASE_154,188323,56,SME,735,0.6,0,DCA_D,88,0,1,CUST_1153,Patricia Wilson,2024-11-20,2024-11-23,PAID,178373.68,2025-01-09,2025-01-09,22.9,LOW,11,Legal Notice,2024-12-18,,0,
CASE_155,289806,12,SME,516,0.92,1,DCA_C,52,1,1,CUST_1154,Sarah Wilson,2025-01-03,2025-01-05,PAID,270381.92,2025-01-13,2025-01-13,43.0,LOW,9,Call,2025-01-06,,1,SLA Breach
CASE_156,275536,55,Enterprise,809,0.79,0,DCA_C,67,2,0,CUST_1155,Miller Technologies,2024-11-21,2024-11-21,OPEN,0.0,,,15.9,LOW,10,WhatsApp Reminder,2024-12-24,2025-01-18,1,SLA Breach
CASE_157,35535,156,SME,339,0.46,0,DCA_D,94,2,1,CUST_1156,Linda Davis,2024-08-12,2024-08-13,PAID,32970.77,2024-11-15,2024-11-15,81.1,HIGH,8,SMS,2024-11-01,,1,SLA Breach
CASE_158,476819,110,SME,788,0.55,0,DCA_B,87,3,0,CUST_1157,Mary Jones,2024-09-27,2024-09-29,DISPUTE,0.0,,,30.1,LOW,14,Legal Notice,2024-11-27,2025-01-22,1,SLA Breach
CASE_159,380713,4,Enterprise,880,0.79,0,DCA_D,70,2,1,CUST_1158,Hernandez Enterprises,2025-01-11,2025-01-13,PAID,353184.17,2025-01-15,2025-01-15,0.0,LOW,7,Physical Visit,2025-01-15,,1,SLA Breach
CASE_160,319400,36,SME,548,0.31,1,DCA_A,93,1,0,CUST_1159,Michael Smith,2024-12-10,2024-12-13,OPEN,0.0,,,45.5,LOW,10,Legal Notice,2025-01-01,2025-01-16,1,SLA Breach
CASE_161,356279,178,Enterprise,384,0.34,0,DCA_A,83,0,0,CUST_1160,Gonzalez Logistics,2024-07-21,2024-07-21,OPEN,0.0,,,81.9,HIGH,12,SMS,2024-10-16,2025-01-18,1,Dispute Raised
CASE_162,394622,131,SME,703,0.86,0,DCA_A,91,2,1,CUST_1161,James Miller,2024-09-06,2024-09-06,PAID,391322.52,2024-12-05,2024-12-05,42.5,LOW,3,Legal Notice,2024-09-25,,1,SLA Breach
CASE_163,302366,1,Enterprise,328,0.33,1,DCA_D,52,0,0,CUST_1162,Martinez Solutions,2025-01-14,2025-01-15,OPEN,0.0,,,57.7,MEDIUM,4,Physical Visit,2025-01-15,2025-01-28,0,
CASE_164,82373,17,Enterprise,336,0.74,1,DCA_B,57,2,0,CUST_1163,Jones Systems,2024-12-29,2024-12-29,IN_PROGRESS,0.0,,,60.5,MEDIUM,8,WhatsApp Reminder,2025-01-09,2025-01-23,1,SLA Breach
CASE_165,477791,62,SME,806,0.51,0,DCA_A,84,2,1,CUST_1164,Jessica Martinez,2024-11-14,2024-11-17,PAID,470509.6,2024-12-24,2024-12-24,17.8,LOW,3,SMS,2024-12-24,,1,SLA Breach
CASE_166,128684,48,SME,831,0.84,1,DCA_D,52,1,1,CUST_1165,Thomas Smith,2024-11-28,2024-11-30,PAID,118189.03,2025-01-06,2025-01-06,22.4,LOW,4,Physical Visit,2024-12-01,,1,SLA Breach
CASE_167,494570,62,SME,559,0.85,0,DCA_D,89,1,0,CUST_1166,Sarah Wilson,2024-11-14,2024-11-14,IN_PROGRESS,0.0,,,40.2,LOW,2,Legal Notice,2024-12-16,2025-01-29,1,SLA Breach
CASE_168,482867,69,SME,554,0.92,0,DCA_D,62,1,1,CUST_1167,Susan Johnson,2024-11-07,2024-11-10,PAID,449926.6,2024-12-21,2024-12-21,42.2,LOW,6,Email,2024-11-27,,1,SLA Breach
CASE_169,461551,147,Enterprise,385,0.36,0,DCA_A,65,2,0,CUST_1168,Jones Solutions,2024-08-21,2024-08-23,IN_PROGRESS,0.0,,,74.9,MEDIUM,14,SMS,2024-10-20,2025-01-17,1,SLA Breach
CASE_170,278109,103,SME,863,0.57,0,DCA_A,92,0,0,CUST_1169,William Martinez,2024-10-04,2024-10-05,IN_PROGRESS,0.0,,,21.7,LOW,13,WhatsApp Reminder,2025-01-13,2025-01-20,0,
CASE_171,29538,110,SME,711,0.67,1,DCA_A,79,1,0,CUST_1170,Patricia Martinez,2024-09-27,2024-09-27,OPEN,0.0,,,47.1,LOW,5,Legal Notice,2025-01-10,2025-01-25,1,SLA Breach
CASE_172,375210,162,Enterprise,687,0.9,1,DCA_B,97,2,1,CUST_1171,Gonzalez Corp,2024-08-06,2024-08-08,PAID,374104.22,2024-11-28,2024-11-28,60.8,MEDIUM,10,SMS,2024-11-24,,1,SLA Breach
CASE_173,206664,177,SME,699,0.47,0,DCA_B,58,0,0,CUST_1172,Jennifer Martinez,2024-07-22,2024-07-22,DISPUTE,0.0,,,53.1,MEDIUM,10,WhatsApp Reminder,2024-11-22,2025-01-29,1,Customer Unresponsive
CASE_174,496234,175,Enterprise,721,0.35,0,DCA_C,94,3,0,CUST_1173,Hernandez Systems,2024-07-24,2024-07-24,IN_PROGRESS,0.0,,,50.6,MEDIUM,8,SMS,2025-01-04,2025-01-25,1,SLA Breach
CASE_175,380396,91,SME,632,0.43,0,DCA_B,71,2,0,CUST_1174,Mary Hernandez,2024-10-16,2024-10-18,OPEN,0.0,,,40.0,LOW,8,Legal Notice,2025-01-08,2025-01-27,1,SLA Breach
CASE_176,144182,114,SME,752,0.62,0,DCA_B,78,0,1,CUST_1175,Elizabeth Miller,2024-09-23,2024-09-23,PAID,131048.27,2024-10-29,2024-10-29,34.2,LOW,12,Legal Notice,2024-10-18,,0,
CASE_177,477525,178,SME,894,0.74,0,DCA_A,62,2,0,CUST_1176,William Williams,2024-07-21,2024-07-22,OPEN,0.0,,,35.6,LOW,5,WhatsApp Reminder,2024-09-28,2025-01-20,1,SLA Breach
CASE_178,163338,89,Enterprise,448,0.75,0,DCA_C,53,1,1,CUST_1177,Davis Systems,2024-10-18,2024-10-21,PAID,163166.25,2024-12-23,2024-12-23,56.3,MEDIUM,7,Email,2024-11-15,,1,SLA Breach
CASE_179,189064,154,SME,469,0.35,0,DCA_B,95,0,1,CUST_1178,Susan Brown,2024-08-14,2024-08-14,PAID,177488.97,2024-12-19,2024-12-19,68.9,MEDIUM,12,WhatsApp Reminder,2024-10-04,,0,
CASE_180,219020,56,SME,624,0.79,0,DCA_C,75,1,1,CUST_1179,William Johnson,2024-11-20,2024-11-23,PAID,204324.66,2024-12-19,2024-12-19,33.0,LOW,3,Call,2024-12-17,,1,SLA Breach
CASE_181,103806,78,SME,527,0.73,0,DCA_D,79,2,0,CUST_1180,James Hernandez,2024-10-29,2024-11-01,OPEN,0.0,,,46.7,LOW,8,Physical Visit,2025-01-13,2025-01-23,1,SLA Breach
CASE_182,405126,14,Enterprise,625,0.56,0,DCA_B,51,1,1,CUST_1181,Gonzalez Logistics,2025-01-01,2025-01-04,PAID,383822.04,2025-01-15,2025-01-15,23.6,LOW,2,SMS,2025-01-14,,1,SLA Breach
CASE_183,378133,25,SME,304,0.67,0,DCA_B,89,3,0,CUST_1182,Patricia Martinez,2024-12-21,2024-12-23,OPEN,0.0,,,55.2,MEDIUM,4,WhatsApp Reminder,2025-01-09,2025-01-25,1,SLA Breach
CASE_184,95982,132,Enterprise,451,0.8,0,DCA_B,87,0,0,CUST_1183,Anderson Group,2024-09-05,2024-09-06,OPEN,0.0,,,65.6,MEDIUM,14,Call,2024-09-22,2025-01-21,0,
CASE_185,126626,32,SME,520,0.47,0,DCA_A,94,1,0,CUST_1184,William Davis,2024-12-14,2024-12-17,OPEN,0.0,,,37.1,LOW,11,SMS,2025-01-08,2025-01-29,1,SLA Breach
CASE_186,124176,82,SME,456,0.91,0,DCA_B,55,1,0,CUST_1185,Karen Brown,2024-10-25,2024-10-27,OPEN,0.0,,,54.0,MEDIUM,8,WhatsApp Reminder,2024-12-09,2025-01-18,1,SLA Breach
CASE_187,398422,78,SME,557,0.39,0,DCA_A,87,1,0,CUST_1186,Susan Brown,2024-10-29,2024-11-01,OPEN,0.0,,,44.0,LOW,8,WhatsApp Reminder,2024-11-20,2025-01-17,1,SLA Breach
CASE_188,223126,106,SME,305,0.89,0,DCA_B,66,1,0,CUST_1187,Joseph Rodriguez,2024-10-01,2024-10-04,IN_PROGRESS,0.0,,,73.1,MEDIUM,1,Email,2024-12-23,2025-01-21,1,SLA Breach
CASE_189,223969,20,Enterprise,589,0.78,1,DCA_C,54,2,1,CUST_1188,Davis Inc,2024-12-26,2024-12-28,PAID,223495.1,2024-12-30,2024-12-30,38.2,LOW,11,Email,2024-12-30,,1,SLA Breach
CASE_190,127409,74,SME,503,0.73,0,DCA_A,61,1,0,CUST_1189,Susan Davis,2024-11-02,2024-11-04,DISPUTE,0.0,,,48.0,LOW,8,WhatsApp Reminder,2025-01-05,2025-01-28,1,Customer Unresponsive
CASE_191,28419,10,Enterprise,577,0.35,1,DCA_B,83,0,1,CUST_1190,Anderson Corp,2025-01-05,2025-01-06,PAID,28310.23,2025-01-06,2025-01-06,37.0,LOW,7,Email,2025-01-06,,0,
CASE_192,448852,123,SME,433,0.9,1,DCA_D,52,3,0,CUST_1191,Charles Martinez,2024-09-14,2024-09-17,OPEN,0.0,,,75.2,HIGH,7,Email,2024-11-19,2025-01-23,1,SLA Breach
CASE_193,258618,34,Enterprise,888,0.49,1,DCA_B,91,1,0,CUST_1192,Martinez Enterprises,2024-12-12,2024-12-13,IN_PROGRESS,0.0,,,14.1,LOW,5,WhatsApp Reminder,2025-01-14,2025-01-19,1,SLA Breach
CASE_194,250310,155,SME,746,0.78,1,DCA_B,60,1,0,CUST_1193,James Davis,2024-08-13,2024-08-16,IN_PROGRESS,0.0,,,53.9,MEDIUM,4,Call,2024-08-29,2025-01-24,1,SLA Breach
CASE_195,55015,40,Enterprise,645,0.88,0,DCA_C,67,2,0,CUST_1194,Williams Systems,2024-12-06,2024-12-09,IN_PROGRESS,0.0,,,27.5,LOW,13,Call,2025-01-07,2025-01-24,1,SLA Breach
CASE_196,253550,127,SME,415,0.46,1,DCA_D,98,1,0,CUST_1195,Joseph Wilson,2024-09-10,2024-09-10,OPEN,0.0,,,77.8,HIGH,12,WhatsApp Reminder,2025-01-04,2025-01-27,1,SLA Breach
CASE_197,127096,33,Enterprise,898,0.89,1,DCA_B,71,1,0,CUST_1196,Smith LLC,2024-12-13,2024-12-14,OPEN,0.0,,,13.0,LOW,4,Email,2024-12-30,2025-01-16,1,SLA Breach
CASE_198,112059,71,SME,879,0.7,0,DCA_C,53,1,0,CUST_1197,Joseph Jones,2024-11-05,2024-11-08,DISPUTE,0.0,,,13.1,LOW,10,WhatsApp Reminder,2024-11-13,2025-01-22,1,High Value Risk
CASE_199,190340,137,SME,612,0.73,1,DCA_D,72,1,0,CUST_1198,Sarah Gonzalez,2024-08-31,2024-09-03,DISPUTE,0.0,,,62.1,MEDIUM,7,Legal Notice,2024-12-12,2025-01-29,1,SLA Breach
CASE_200,115687,144,SME,720,0.89,0,DCA_B,78,1,1,CUST_1199,Karen Hernandez,2024-08-24,2024-08-24,PAID,105168.69,2024-12-21,2024-12-21,43.8,LOW,3,Call,2024-11-10,,1,SLA Breach
CASE_201,355083,133,Enterprise,882,0.64,0,DCA_C,96,0,0,CUST_1200,Johnson Group,2024-09-04,2024-09-05,OPEN,0.0,,,26.6,LOW,1,SMS,2024-11-29,2025-01-25,1,High Value Risk
CASE_202,416357,98,SME,472,0.59,1,DCA_A,77,0,0,CUST_1201,Joseph Lopez,2024-10-09,2024-10-11,DISPUTE,0.0,,,66.1,MEDIUM,11,Physical Visit,2025-01-04,2025-01-29,1,Dispute Raised
CASE_203,216428,124,Enterprise,468,0.71,1,DCA_C,56,2,0,CUST_1202,Wilson Logistics,2024-09-13,2024-09-16,DISPUTE,0.0,,,72.3,MEDIUM,2,WhatsApp Reminder,2025-01-08,2025-01-22,1,Customer Unresponsive
CASE_204,110878,151,SME,402,0.66,0,DCA_B,92,0,0,CUST_1203,David Gonzalez,2024-08-17,2024-08-19,IN_PROGRESS,0.0,,,74.3,MEDIUM,13,SMS,2024-12-02,2025-01-22,0,
CASE_205,207982,43,Enterprise,527,0.34,0,DCA_A,65,1,1,CUST_1204,Davis Systems,2024-12-03,2024-12-05,PAID,191058.25,2025-01-11,2025-01-11,38.9,LOW,7,Email,2024-12-30,,1,SLA Breach
CASE_206,454260,114,SME,432,0.42,0,DCA_B,90,0,0,CUST_1205,David Gonzalez,2024-09-23,2024-09-24,IN_PROGRESS,0.0,,,63.3,MEDIUM,12,WhatsApp Reminder,2024-11-27,2025-01-26,0,
CASE_207,203286,89,SME,871,0.31,1,DCA_C,89,0,0,CUST_1206,David Johnson,2024-10-18,2024-10-18,IN_PROGRESS,0.0,,,27.9,LOW,12,Legal Notice,2024-12-14,2025-01-29,0,
CASE_208,254002,179,SME,510,0.37,0,DCA_A,92,2,1,CUST_1207,Charles Hernandez,2024-07-20,2024-07-23,PAID,250677.06,2024-11-25,2024-11-25,70.7,MEDIUM,11,Email,2024-10-09,,1,SLA Breach
CASE_209,255396,13,SME,408,0.77,1,DCA_B,94,1,0,CUST_1208,Linda Smith,2025-01-02,2025-01-05,IN_PROGRESS,0.0,,,53.1,MEDIUM,14,Email,2025-01-13,2025-01-23,1,SLA Breach
CASE_210,169899,128,SME,492,0.3,0,DCA_D,74,0,0,CUST_1209,David Miller,2024-09-09,2024-09-11,OPEN,0.0,,,61.0,MEDIUM,1,Legal Notice,2024-10-21,2025-01-21,0,
CASE_211,454036,152,SME,656,0.5,0,DCA_C,75,2,0,CUST_1210,David Anderson,2024-08-16,2024-08-16,OPEN,0.0,,,51.4,MEDIUM,14,Legal Notice,2024-09-25,2025-01-23,1,SLA Breach
CASE_212,329767,139,Enterprise,820,0.59,1,DCA_C,86,0,0,CUST_1211,Martinez LLC,2024-08-29,2024-08-31,IN_PROGRESS,0.0,,,43.6,LOW,13,WhatsApp Reminder,2024-10-22,2025-01-20,0,
CASE_213,479950,52,Enterprise,725,0.91,0,DCA_D,64,0,1,CUST_1212,Lopez Solutions,2024-11-24,2024-11-25,PAID,441005.52,2025-01-03,2025-01-03,22.9,LOW,14,Call,2024-12-21,,0,
CASE_214,342594,17,SME,373,0.51,1,DCA_C,76,1,0,CUST_1213,Linda Miller,2024-12-29,2024-12-31,OPEN,0.0,,,57.1,MEDIUM,9,SMS,2025-01-08,2025-01-25,1,Dispute Raised
CASE_215,360570,165,SME,395,0.81,1,DCA_A,81,0,0,CUST_1214,Patricia Miller,2024-08-03,2024-08-03,DISPUTE,0.0,,,88.0,HIGH,8,Call,2024-10-15,2025-01-19,1,SLA Breach
CASE_216,384989,13,SME,428,0.57,0,DCA_D,82,0,1,CUST_1215,Karen Smith,2025-01-02,2025-01-02,PAID,383387.81,2025-01-15,2025-01-15,41.3,LOW,8,Call,2025-01-02,,0,
CASE_217,420515,84,SME,642,0.36,1,DCA_B,57,1,1,CUST_1216,Linda Rodriguez,2024-10-23,2024-10-26,PAID,401426.79,2024-11-15,2024-11-15,47.6,LOW,14,Legal Notice,2024-11-11,,1,SLA Breach
CASE_218,48585,97,SME,670,0.36,0,DCA_B,55,2,0,CUST_1217,Richard Garcia,2024-10-10,2024-10-10,OPEN,0.0,,,37.9,LOW,2,Physical Visit,2024-12-17,2025-01-24,1,SLA Breach
CASE_219,376369,106,Enterprise,700,0.58,0,DCA_D,81,0,1,CUST_1218,Rodriguez Logistics,2024-10-01,2024-10-03,PAID,363650.96,2024-10-06,2024-10-06,37.2,LOW,12,Legal Notice,2024-10-06,,0,
CASE_220,69044,96,Enterprise,521,0.34,0,DCA_B,94,1,1,CUST_1219,Rodriguez Technologies,2024-10-11,2024-10-11,PAID,62706.44,2024-12-20,2024-12-20,51.2,MEDIUM,10,Physical Visit,2024-11-28,,1,SLA Breach
CASE_221,440773,8,SME,811,0.67,1,DCA_A,90,0,1,CUST_1220,David Wilson,2025-01-07,2025-01-10,PAID,414636.34,2025-01-11,2025-01-11,15.3,LOW,3,WhatsApp Reminder,2025-01-11,,0,
CASE_222,447296,56,SME,804,0.62,0,DCA_B,57,0,0,CUST_1221,Thomas Lopez,2024-11-20,2024-11-23,OPEN,0.0,,,16.6,LOW,10,SMS,2024-12-21,2025-01-21,0,
CASE_223,114556,104,SME,634,0.76,0,DCA_B,52,0,0,CUST_1222,Susan Davis,2024-10-03,2024-10-05,IN_PROGRESS,0.0,,,42.7,LOW,1,Call,2024-12-02,2025-01-23,0,
CASE_224,7693,83,Enterprise,673,0.42,0,DCA_B,71,3,0,CUST_1223,Hernandez Solutions,2024-10-24,2024-10-27,OPEN,0.0,,,34.5,LOW,12,Legal Notice,2025-01-07,2025-01-25,1,SLA Breach
CASE_225,493219,44,SME,785,0.69,1,DCA_D,87,1,0,CUST_1224,David Williams,2024-12-02,2024-12-02,IN_PROGRESS,0.0,,,25.7,LOW,3,SMS,2024-12-15,2025-01-22,1,SLA Breach
CASE_226,362403,103,SME,306,0.41,0,DCA_C,85,0,0,CUST_1225,Linda Davis,2024-10-04,2024-10-07,DISPUTE,0.0,,,72.3,MEDIUM,5,SMS,2024-12-07,2025-01-18,1,Dispute Raised
CASE_227,248307,112,Enterprise,688,0.77,0,DCA_B,92,2,0,CUST_1226,Davis Corp,2024-09-25,2024-09-26,OPEN,0.0,,,39.6,LOW,14,Email,2025-01-12,2025-01-29,1,SLA Breach
CASE_228,205235,169,SME,735,0.5,1,DCA_D,81,0,1,CUST_1227,Jessica Hernandez,2024-07-30,2024-08-01,PAID,187285.47,2024-08-06,2024-08-06,58.0,MEDIUM,1,SMS,2024-08-03,,0,
CASE_229,30939,149,SME,415,0.7,0,DCA_C,74,0,0,CUST_1228,Thomas Davis,2024-08-19,2024-08-22,OPEN,0.0,,,72.7,MEDIUM,5,Physical Visit,2024-11-30,2025-01-17,1,Customer Unresponsive
CASE_230,447141,42,SME,402,0.87,0,DCA_D,77,0,0,CUST_1229,Thomas Lopez,2024-12-04,2024-12-06,IN_PROGRESS,0.0,,,50.1,MEDIUM,12,Legal Notice,2024-12-15,2025-01-16,0,
CASE_231,441157,157,Enterprise,864,0.62,0,DCA_C,79,2,0,CUST_1230,Anderson Inc,2024-08-11,2024-08-14,OPEN,0.0,,,33.6,LOW,1,Legal Notice,2024-09-17,2025-01-29,1,SLA Breach
CASE_232,157906,145,SME,302,0.42,0,DCA_D,79,0,0,CUST_1231,Barbara Anderson,2024-08-23,2024-08-23,IN_PROGRESS,0.0,,,82.0,HIGH,6,Physical Visit,2024-09-05,2025-01-24,0,
CASE_233,23047,30,Enterprise,843,0.88,1,DCA_C,55,0,0,CUST_1232,Hernandez Corp,2024-12-16,2024-12-18,OPEN,0.0,,,17.3,LOW,14,Legal Notice,2025-01-10,2025-01-17,0,
CASE_234,293249,26,Enterprise,379,0.53,0,DCA_D,91,0,0,CUST_1233,Garcia Logistics,2024-12-20,2024-12-22,DISPUTE,0.0,,,48.6,LOW,12,Physical Visit,2025-01-11,2025-01-26,1,Refusal to Pay
